CustomerKey,GeographyKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,SpanishEducation,FrenchEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
11251,50,AW00011251,,Xavier,,Long,0,1932-07-04 00:00:00,S,,M,xavier51@adventure-works.com,30000,4,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,9245 Dantley Way,,243-555-0114,2004-04-20 00:00:00,5-10 Miles
11252,335,AW00011252,,Nicholas,D,Thompson,0,1932-06-07 00:00:00,S,,M,nicholas16@adventure-works.com,90000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,1,504 O St.,,377-555-0147,2002-02-14 00:00:00,2-5 Miles
11253,69,AW00011253,,José,M,Hernandez,0,1933-02-28 00:00:00,M,,M,josé54@adventure-works.com,60000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,5703 Donald Dr.,,712-555-0130,2003-09-02 00:00:00,1-2 Miles
11254,612,AW00011254,,Johnathan,W,Vance,0,1933-03-03 00:00:00,M,,M,johnathan5@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,9430 Versailles Pl,,494-555-0166,2004-05-26 00:00:00,5-10 Miles
11255,612,AW00011255,,Colin,,Lin,0,1933-04-04 00:00:00,M,,M,colin8@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,6083 San Jose,,599-555-0132,2003-08-27 00:00:00,5-10 Miles
11256,626,AW00011256,,Katelyn,L,Hernandez,0,1933-09-20 00:00:00,M,,F,katelyn42@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,7496 Deerfield Dr.,,249-555-0116,2003-10-17 00:00:00,5-10 Miles
11257,345,AW00011257,,Jacqueline,,Powell,0,1933-01-06 00:00:00,S,,F,jacqueline9@adventure-works.com,120000,1,2,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,4,4076 Northwood Dr,,796-555-0111,2002-02-24 00:00:00,2-5 Miles
11258,352,AW00011258,,Xavier,,Hill,0,1933-06-28 00:00:00,M,,M,xavier26@adventure-works.com,120000,1,2,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,4,2707 Virgil Street,,559-555-0149,2003-11-22 00:00:00,2-5 Miles
11259,548,AW00011259,,Victoria,C,Stewart,0,1965-03-27 00:00:00,M,,F,victoria24@adventure-works.com,100000,4,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,4,3623 Barquentine Court,,230-555-0139,2002-03-07 00:00:00,2-5 Miles
11260,302,AW00011260,,Katelyn,L,Kelly,0,1965-04-12 00:00:00,M,,F,katelyn1@adventure-works.com,110000,2,2,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,3,7085 Solano Drive,,507-555-0132,2003-08-09 00:00:00,2-5 Miles
11261,359,AW00011261,,Stephanie,,Collins,0,1965-04-24 00:00:00,M,,F,stephanie52@adventure-works.com,130000,1,2,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,1,2868 Central Avenue,,209-555-0173,2002-03-30 00:00:00,0-1 Miles
11262,60,AW00011262,,Jennifer,,Simmons,0,1964-05-04 00:00:00,M,,F,jennifer88@adventure-works.com,80000,4,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,0,7959 Mt. Wilson Way,,148-555-0115,2003-08-31 00:00:00,0-1 Miles
11263,612,AW00011263,,Trinity,,Richardson,0,1964-09-11 00:00:00,M,,F,trinity9@adventure-works.com,90000,5,5,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,3,3063 Blue Jay Drive,,111-555-0116,2002-03-01 00:00:00,2-5 Miles
11264,618,AW00011264,,Eduardo,,Martin,0,1964-06-17 00:00:00,S,,M,eduardo13@adventure-works.com,90000,5,5,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,3,5137 Pheasant Court,,342-555-0195,2003-07-06 00:00:00,0-1 Miles
11265,623,AW00011265,,Elizabeth,P,Jones,0,1964-07-13 00:00:00,M,,F,elizabeth7@adventure-works.com,90000,5,5,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,3,2253 Firestone Dr.,,941-555-0110,2003-07-07 00:00:00,0-1 Miles
11266,632,AW00011266,,Taylor,,Howard,0,1964-05-05 00:00:00,S,,F,taylor14@adventure-works.com,90000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,1,7396 Stratton Circle,,162-555-0131,2002-03-13 00:00:00,5-10 Miles
11267,302,AW00011267,,David,,Diaz,0,1964-10-02 00:00:00,S,,M,david55@adventure-works.com,120000,4,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,4,2075 Browse Ct,,613-555-0119,2002-03-20 00:00:00,2-5 Miles
11268,312,AW00011268,,Katelyn,A,Carter,0,1964-05-03 00:00:00,M,,F,katelyn33@adventure-works.com,130000,2,2,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,3050 Monte Cresta Avenue,,103-555-0195,2003-11-30 00:00:00,1-2 Miles
11269,314,AW00011269,,Ryan,W,Foster,0,1964-10-13 00:00:00,M,,M,ryan19@adventure-works.com,130000,2,2,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,5376 Sahara Drive,,961-555-0133,2004-02-23 00:00:00,0-1 Miles
11270,334,AW00011270,,Robert,L,Lee,0,1964-05-04 00:00:00,M,,M,robert82@adventure-works.com,130000,2,2,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,3,5461 Camino Verde Ct.,,447-555-0174,2002-03-13 00:00:00,0-1 Miles
11271,360,AW00011271,,Danielle,C,Reed,0,1964-06-05 00:00:00,S,,F,danielle23@adventure-works.com,150000,2,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,4,6683 Carrick Ct,,136-555-0114,2002-03-30 00:00:00,1-2 Miles
11272,300,AW00011272,,Lauren,L,Martinez,0,1956-11-10 00:00:00,S,,F,lauren35@adventure-works.com,70000,4,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,0,4357 Tosca Way,,977-555-0117,2002-03-22 00:00:00,5-10 Miles
11273,331,AW00011273,,Nathan,E,Lal,0,1956-10-01 00:00:00,M,,M,nathan26@adventure-works.com,90000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,0,7064 Cypress Ave,,147-555-0121,2003-11-15 00:00:00,10+ Miles
11274,609,AW00011274,,Kyle,M,Foster,0,1934-04-12 00:00:00,M,,M,kyle11@adventure-works.com,50000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,5617 Landing Dr,,846-555-0126,2002-03-01 00:00:00,5-10 Miles
11275,310,AW00011275,,Jenny,D,Rai,0,1934-01-18 00:00:00,M,,F,jenny40@adventure-works.com,80000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,1440 Willow Pass Dr.,,780-555-0119,2002-03-02 00:00:00,0-1 Miles
11276,49,AW00011276,,Nancy,E,Chapman,0,1963-09-19 00:00:00,M,,F,nancy7@adventure-works.com,80000,4,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,1480 Shoenic,,909-555-0129,2003-08-02 00:00:00,2-5 Miles
11277,62,AW00011277,,Charles,P,Jackson,0,1963-06-10 00:00:00,M,,M,charles15@adventure-works.com,80000,4,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,3400 Folson Drive,,194-555-0175,2003-08-06 00:00:00,0-1 Miles
11278,614,AW00011278,,Jonathan,,Phillips,0,1963-08-20 00:00:00,S,,M,jonathan35@adventure-works.com,90000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,1,8772 Rock Creek Way,,967-555-0176,2002-03-19 00:00:00,10+ Miles
11279,616,AW00011279,,Amanda,S,Cook,0,1963-09-12 00:00:00,M,,F,amanda3@adventure-works.com,90000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,9187 Vista Del Sol,,252-555-0177,2003-09-04 00:00:00,10+ Miles
11280,626,AW00011280,,Robert,,Collins,0,1963-08-21 00:00:00,M,,M,robert45@adventure-works.com,90000,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,5271 Sierra Road,,966-555-0171,2004-01-02 00:00:00,10+ Miles
11281,301,AW00011281,,Megan,J,Barnes,0,1963-10-10 00:00:00,S,,F,megan53@adventure-works.com,110000,4,2,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,4,40 Ellis St.,,807-555-0156,2002-03-16 00:00:00,5-10 Miles
11282,612,AW00011282,,Christian,A,Thomas,0,1962-01-16 00:00:00,M,,M,christian46@adventure-works.com,90000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,4,5205 Coralie Drive,,692-555-0172,2002-03-03 00:00:00,1-2 Miles
11283,299,AW00011283,,Arturo,,Lal,0,1962-10-26 00:00:00,M,,M,arturo33@adventure-works.com,110000,1,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,4593 Mendouno Dr.,,638-555-0164,2003-11-30 00:00:00,1-2 Miles
11284,307,AW00011284,,Theresa,,Serrano,0,1962-03-27 00:00:00,M,,F,theresa12@adventure-works.com,110000,1,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,9007 S Royal Links Circle,,777-555-0162,2003-08-10 00:00:00,1-2 Miles
11285,322,AW00011285,,Jeremy,J,Anderson,0,1962-03-19 00:00:00,M,,M,jeremy2@adventure-works.com,120000,1,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,4,7655 Greer Ave,,940-555-0176,2004-01-28 00:00:00,2-5 Miles
11286,374,AW00011286,,Hunter,D,Griffin,0,1962-03-03 00:00:00,M,,M,hunter16@adventure-works.com,170000,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,4,4079 Redbird Lane,,410-555-0148,2002-03-24 00:00:00,2-5 Miles
11287,49,AW00011287,,Henry,B,Garcia,0,1961-01-16 00:00:00,M,,M,henry16@adventure-works.com,70000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,3,3268 Hazelwood Lane,,282-555-0185,2003-08-02 00:00:00,5-10 Miles
11288,301,AW00011288,,Cindy,K,Sanchez,0,1961-09-16 00:00:00,M,,F,cindy19@adventure-works.com,110000,1,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,3,7062 Starflower Drive,,198-555-0118,2003-09-06 00:00:00,2-5 Miles
11289,315,AW00011289,,Maria,S,Carter,0,1961-03-07 00:00:00,M,,F,maria53@adventure-works.com,130000,1,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,1,8603 Elmhurst Lane,,239-555-0158,2002-03-11 00:00:00,0-1 Miles
11290,334,AW00011290,,Katelyn,,Sanchez,0,1961-08-18 00:00:00,M,,F,katelyn26@adventure-works.com,130000,1,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,3,8869 Climbing Vine Court,,395-555-0150,2002-03-23 00:00:00,2-5 Miles
11291,335,AW00011291,,Jenna,,Wright,0,1961-05-05 00:00:00,M,,F,jenna19@adventure-works.com,130000,1,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,3,232 Pinnacle Drive,,118-555-0191,2002-03-07 00:00:00,2-5 Miles
11292,361,AW00011292,,Seth,,Phillips,0,1961-11-05 00:00:00,S,,M,seth42@adventure-works.com,150000,1,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,3,4361 Loftus Road,,980-555-0196,2002-03-18 00:00:00,0-1 Miles
11293,632,AW00011293,,Luke,S,Long,0,1955-05-27 00:00:00,S,,M,luke28@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,3177 Dover Way,,786-555-0117,2003-08-28 00:00:00,1-2 Miles
11294,618,AW00011294,,Dalton,P,Clark,0,1955-09-03 00:00:00,M,,M,dalton18@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,4381 Amazonas,,388-555-0195,2004-03-28 00:00:00,1-2 Miles
11295,311,AW00011295,,Taylor,G,Lewis,0,1954-05-16 00:00:00,S,,F,taylor67@adventure-works.com,80000,2,0,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,1,2,8827 Ward Court,,291-555-0174,2002-03-28 00:00:00,5-10 Miles
11296,616,AW00011296,,Haley,,Richardson,0,1935-10-07 00:00:00,S,,F,haley10@adventure-works.com,50000,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,6203 Laurel Drive,,620-555-0129,2002-03-04 00:00:00,5-10 Miles
11297,301,AW00011297,,Noah,,Coleman,0,1935-02-02 00:00:00,S,,M,noah2@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,5562 Galindo Street,,847-555-0167,2002-03-29 00:00:00,5-10 Miles
11298,307,AW00011298,,Jon,,Luo,0,1935-03-03 00:00:00,M,,M,jon46@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,3560 River Rock Lane,,127-555-0189,2002-03-15 00:00:00,1-2 Miles
11299,301,AW00011299,,Orlando,E,Vazquez,0,1936-04-01 00:00:00,M,,M,orlando14@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,8547 Catherine Way,,757-555-0143,2002-03-29 00:00:00,1-2 Miles
11300,54,AW00011300,,Fernando,,Barnes,0,1960-03-03 00:00:00,M,,M,fernando47@adventure-works.com,80000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,3,7633 Greenhills Circle,,469-555-0125,2003-08-04 00:00:00,1-2 Miles
11301,607,AW00011301,,Cameron,L,Rodriguez,0,1960-06-09 00:00:00,M,,M,cameron38@adventure-works.com,80000,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,4,1217 Mariposa,,727-555-0119,2003-12-11 00:00:00,5-10 Miles
11302,539,AW00011302,,Spencer,,Russell,0,1960-12-12 00:00:00,S,,M,spencer22@adventure-works.com,90000,4,3,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,3,2396 Mink Court,,834-555-0131,2002-03-09 00:00:00,1-2 Miles
11303,614,AW00011303,,Julia,,Coleman,0,1960-10-11 00:00:00,S,,F,julia72@adventure-works.com,90000,4,3,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,3,3128 Ramsey Circle,,907-555-0170,2002-03-05 00:00:00,1-2 Miles
11304,547,AW00011304,,Julia,B,Garcia,0,1960-03-17 00:00:00,M,,F,julia38@adventure-works.com,100000,0,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,0,6179 Mt. Hamilton Dr.,,923-555-0183,2003-09-21 00:00:00,5-10 Miles
11305,307,AW00011305,,Sean,A,Evans,0,1960-06-19 00:00:00,M,,M,sean31@adventure-works.com,110000,3,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,4,7118 Elliott Dr.,,791-555-0174,2003-09-26 00:00:00,2-5 Miles
11306,312,AW00011306,,Micah,A,Zhou,0,1960-06-22 00:00:00,M,,M,micah19@adventure-works.com,110000,3,3,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,4,6105 Brownstone Rd,,497-555-0185,2004-01-01 00:00:00,2-5 Miles
11307,314,AW00011307,,Hunter,P,Rodriguez,0,1954-11-04 00:00:00,M,,M,hunter53@adventure-works.com,80000,2,0,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,1,2,4343 Cook Street,,996-555-0142,2002-03-07 00:00:00,5-10 Miles
11308,546,AW00011308,,Ian,T,Gonzales,0,1954-03-05 00:00:00,M,,M,ian57@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,0,2,7122 Athene Dr.,,904-555-0153,2004-03-10 00:00:00,1-2 Miles
11309,536,AW00011309,,Victoria,,Lewis,0,1954-06-12 00:00:00,S,,F,victoria20@adventure-works.com,60000,2,0,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,4426 Tanager Road,,586-555-0191,2004-01-10 00:00:00,5-10 Miles
11310,360,AW00011310,,Erin,A,Sanders,0,1953-07-09 00:00:00,S,,F,erin7@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,7541 Black Point Pl,,233-555-0160,2004-02-13 00:00:00,5-10 Miles
11311,626,AW00011311,,Gabrielle,D,Lopez,0,1953-08-24 00:00:00,S,,F,gabrielle63@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,2,8619 Parkside Dr.,,783-555-0174,2003-10-20 00:00:00,1-2 Miles
11312,626,AW00011312,,Sara,,Richardson,0,1953-04-03 00:00:00,S,,F,sara10@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,7375 Kipling Court,,296-555-0174,2003-11-18 00:00:00,5-10 Miles
11313,632,AW00011313,,Trevor,,Jenkins,0,1953-02-27 00:00:00,S,,M,trevor6@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,4697 Yosemite Dr.,,120-555-0129,2003-11-08 00:00:00,5-10 Miles
11314,618,AW00011314,,Mya,,Flores,0,1953-12-21 00:00:00,S,,F,mya13@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,2,8439 Rio Grande Drive,Unit A,522-555-0140,2003-08-29 00:00:00,1-2 Miles
11315,632,AW00011315,,Hailey,J,Ward,0,1953-10-01 00:00:00,S,,F,hailey12@adventure-works.com,70000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,2,6321 Maya,,767-555-0151,2003-11-21 00:00:00,1-2 Miles
11316,51,AW00011316,,Luke,,Allen,0,1953-11-17 00:00:00,M,,M,luke52@adventure-works.com,60000,3,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,419 Deermeadow Way,,786-555-0133,2003-07-16 00:00:00,5-10 Miles
11317,548,AW00011317,,Victoria,D,Russell,0,1952-09-17 00:00:00,S,,F,victoria66@adventure-works.com,40000,3,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,2,9268 Keller Ridge,,663-555-0197,2002-03-04 00:00:00,5-10 Miles
11318,614,AW00011318,,Jessica,,Wilson,0,1952-10-26 00:00:00,S,,F,jessica54@adventure-works.com,40000,3,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,2,1652 Willcrest Circle,,702-555-0180,2004-04-19 00:00:00,1-2 Miles
11319,348,AW00011319,,Jade,E,Bailey,0,1937-04-27 00:00:00,M,,F,jade13@adventure-works.com,70000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,2,8119 Northridge Ct,# 1,819-555-0160,2002-03-12 00:00:00,1-2 Miles
11320,325,AW00011320,,Morgan,M,Hill,0,1937-06-26 00:00:00,M,,F,morgan19@adventure-works.com,80000,4,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,2,6951 Harmony Way,,510-555-0120,2003-12-17 00:00:00,5-10 Miles
11321,612,AW00011321,,Terrance,D,Raman,0,1938-07-08 00:00:00,M,,M,terrance9@adventure-works.com,90000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,2297 Via Valencia,,879-555-0124,2003-08-27 00:00:00,5-10 Miles
11322,611,AW00011322,,Sydney,,Garcia,0,1938-03-15 00:00:00,M,,F,sydney78@adventure-works.com,90000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,252 Hemlock Drive,,783-555-0116,2003-09-25 00:00:00,5-10 Miles
11323,314,AW00011323,,Jose,,Patterson,0,1938-06-20 00:00:00,S,,M,jose33@adventure-works.com,120000,2,4,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,3,648 Newport Drive,,768-555-0153,2002-03-13 00:00:00,5-10 Miles
11324,325,AW00011324,,Zachary,,Anderson,0,1939-05-14 00:00:00,M,,M,zachary39@adventure-works.com,90000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,2476 Mt. Whitney Way,,693-555-0118,2002-03-29 00:00:00,1-2 Miles
11325,637,AW00011325,,Elijah,E,Ross,0,1939-07-02 00:00:00,S,,M,elijah7@adventure-works.com,90000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,6679 Cornelius Dr,,409-555-0142,2002-03-22 00:00:00,5-10 Miles
11326,300,AW00011326,,Rafael,M,Xie,0,1939-06-26 00:00:00,M,,M,rafael26@adventure-works.com,130000,2,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,4,369 Peabody Road,,663-555-0137,2002-03-18 00:00:00,0-1 Miles
11327,301,AW00011327,,Jaime,C,Moreno,0,1940-03-04 00:00:00,M,,M,jaime48@adventure-works.com,90000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,83 Mountain View Blvd,,457-555-0178,2002-03-29 00:00:00,5-10 Miles
11328,55,AW00011328,,Julian,M,Griffin,0,1940-01-01 00:00:00,M,,M,julian20@adventure-works.com,90000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,7398 Withersed Lane,,636-555-0197,2003-07-09 00:00:00,5-10 Miles
11329,311,AW00011329,,Andy,,Alvarez,0,1940-07-25 00:00:00,S,,M,andy9@adventure-works.com,90000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,9466 Morning Glory Dr.,,367-555-0172,2002-03-28 00:00:00,5-10 Miles
11330,59,AW00011330,,Ryan,M,Thompson,0,1940-05-13 00:00:00,M,,M,ryan38@adventure-works.com,110000,2,4,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,1,3407 Pinon Dr.,,138-555-0142,2003-08-16 00:00:00,2-5 Miles
11331,63,AW00011331,,Samantha,,Jenkins,0,1968-07-06 00:00:00,M,,F,samantha32@adventure-works.com,90000,4,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,2,1046 Cloverleaf Circle,,936-555-0152,2003-08-11 00:00:00,1-2 Miles
11332,153,AW00011332,,Deanna,D,Ramos,0,1962-10-04 00:00:00,S,,F,deanna44@adventure-works.com,10000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Manual,Obrero,Ouvrier,1,0,Roßstr 9938,,1 (11) 500 555-0138,2002-04-17 00:00:00,0-1 Miles
11333,261,AW00011333,,Emily,R,Miller,0,1962-07-10 00:00:00,M,,F,emily6@adventure-works.com,20000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,9075 Calle Verde,,1 (11) 500 555-0110,2001-09-21 00:00:00,0-1 Miles
11334,269,AW00011334,,Nicole,,Brown,0,1961-03-22 00:00:00,M,,F,nicole4@adventure-works.com,10000,1,0,Bachelors,Licenciatura,Bac + 4,Manual,Obrero,Ouvrier,1,0,1135 W St.,,1 (11) 500 555-0187,2001-09-04 00:00:00,0-1 Miles
11335,120,AW00011335,,Carla,L,Raman,0,1961-06-24 00:00:00,M,,F,carla14@adventure-works.com,10000,1,0,Bachelors,Licenciatura,Bac + 4,Manual,Obrero,Ouvrier,1,0,Winterfeldtstr 255,,1 (11) 500 555-0124,2002-04-25 00:00:00,0-1 Miles
11336,204,AW00011336,,Shaun,,Raji,0,1962-03-12 00:00:00,M,,M,shaun21@adventure-works.com,20000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,"44, rue du Départ",,1 (11) 500 555-0122,2003-03-31 00:00:00,0-1 Miles
11337,273,AW00011337,,Jerome,,Romero,0,1961-09-21 00:00:00,M,,M,jerome7@adventure-works.com,10000,1,0,Bachelors,Licenciatura,Bac + 4,Manual,Obrero,Ouvrier,1,0,7289 Brookview Dr.,,1 (11) 500 555-0112,2001-09-09 00:00:00,0-1 Miles
11338,154,AW00011338,,Frank,F,Navarro,0,1961-08-10 00:00:00,M,,M,frank17@adventure-works.com,20000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,Buergermeister-ulrich-str 2987,,1 (11) 500 555-0139,2002-04-13 00:00:00,0-1 Miles
11339,202,AW00011339,,Dennis,M,She,0,1961-07-08 00:00:00,S,,M,dennis25@adventure-works.com,20000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,"828, rue de Berri",,1 (11) 500 555-0141,2003-04-10 00:00:00,0-1 Miles
11340,192,AW00011340,,Melody,C,Munoz,0,1936-04-06 00:00:00,M,,F,melody8@adventure-works.com,10000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,"9, avenue Reille",,1 (11) 500 555-0147,2003-04-30 00:00:00,0-1 Miles
11341,236,AW00011341,,Randy,A,Zeng,0,1936-08-21 00:00:00,M,,M,randy24@adventure-works.com,20000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,2334 Brandywine Way,,1 (11) 500 555-0144,2001-10-12 00:00:00,0-1 Miles
11342,191,AW00011342,,Marshall,L,Wang,0,1962-03-11 00:00:00,M,,M,marshall0@adventure-works.com,30000,5,0,Graduate Degree,Estudios de postgrado,Bac + 3,Clerical,Administrativo,Employé,1,0,"68062, rue des Grands Champs",,1 (11) 500 555-0161,2004-01-13 00:00:00,0-1 Miles
11343,264,AW00011343,,Arthur,P,Carlson,0,1958-09-13 00:00:00,M,,M,arthur41@adventure-works.com,10000,1,0,Bachelors,Licenciatura,Bac + 4,Manual,Obrero,Ouvrier,1,0,6507 Fieldcrest Dr.,,1 (11) 500 555-0166,2001-10-05 00:00:00,0-1 Miles
11344,262,AW00011344,,Jessie,,Jimenez,0,1957-07-24 00:00:00,M,,F,jessie3@adventure-works.com,10000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,0,5723 C Wharton Way,,1 (11) 500 555-0193,2001-11-13 00:00:00,0-1 Miles
11345,224,AW00011345,,Robin,,Ramos,0,1957-03-12 00:00:00,S,,F,robin13@adventure-works.com,10000,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Manual,Obrero,Ouvrier,1,0,"6, rue de l´Esplanade",,1 (11) 500 555-0111,2003-04-25 00:00:00,0-1 Miles
